step,id,pos,state
1,91,"(91,)",0
1,92,"(92,)",0
1,93,"(93,)",0
1,94,"(94,)",0
1,95,"(95,)",0
1,96,"(96,)",0
1,97,"(97,)",0
1,98,"(98,)",0
1,99,"(99,)",1
1,100,"(100,)",1
1,101,"(101,)",1
2,1,"(1,)",0
2,2,"(2,)",0
2,3,"(3,)",0
2,4,"(4,)",0
2,5,"(5,)",0
2,6,"(6,)",0
2,7,"(7,)",0
2,8,"(8,)",0
2,9,"(9,)",0
2,10,"(10,)",0
2,11,"(11,)",0
2,12,"(12,)",0
2,13,"(13,)",0
2,14,"(14,)",0
2,15,"(15,)",0
2,16,"(16,)",0
2,17,"(17,)",0
2,18,"(18,)",0
2,19,"(19,)",0
2,20,"(20,)",0
2,21,"(21,)",0
2,22,"(22,)",0
2,23,"(23,)",0
2,24,"(24,)",0
2,25,"(25,)",0
2,26,"(26,)",0
2,27,"(27,)",0
2,28,"(28,)",0
2,29,"(29,)",0
2,30,"(30,)",0
2,31,"(31,)",0
2,32,"(32,)",0
2,33,"(33,)",0
2,34,"(34,)",0
2,35,"(35,)",0
2,36,"(36,)",0
2,37,"(37,)",0
2,38,"(38,)",0
2,39,"(39,)",0
2,40,"(40,)",0
2,41,"(41,)",0
2,42,"(42,)",0
2,43,"(43,)",0
2,44,"(44,)",0
2,45,"(45,)",0
2,46,"(46,)",0
2,47,"(47,)",0
2,48,"(48,)",0
2,49,"(49,)",0
2,50,"(50,)",0
2,51,"(51,)",0
2,52,"(52,)",0
2,53,"(53,)",0
2,54,"(54,)",0
2,55,"(55,)",0
2,56,"(56,)",0
2,57,"(57,)",0
2,58,"(58,)",0
2,59,"(59,)",0
2,60,"(60,)",0
2,61,"(61,)",0
2,62,"(62,)",0
2,63,"(63,)",0
2,64,"(64,)",0
2,65,"(65,)",0
2,66,"(66,)",0
2,67,"(67,)",0
2,68,"(68,)",0
2,69,"(69,)",0
2,70,"(70,)",0
2,71,"(71,)",0
2,72,"(72,)",0
2,73,"(73,)",0
2,74,"(74,)",0
2,75,"(75,)",0
2,76,"(76,)",0
2,77,"(77,)",0
2,78,"(78,)",0
2,79,"(79,)",0
2,80,"(80,)",0
2,81,"(81,)",0
2,82,"(82,)",0
2,83,"(83,)",0
2,84,"(84,)",0
2,85,"(85,)",0
2,86,"(86,)",0
2,87,"(87,)",0
2,88,"(88,)",0
2,89,"(89,)",0
2,90,"(90,)",0
2,91,"(91,)",0
2,92,"(92,)",0
2,93,"(93,)",0
2,94,"(94,)",0
2,95,"(95,)",0
2,96,"(96,)",0
2,97,"(97,)",1
2,98,"(98,)",1
2,99,"(99,)",1
2,100,"(100,)",0
2,101,"(101,)",1
3,1,"(1,)",0
3,2,"(2,)",0
3,3,"(3,)",0
3,4,"(4,)",0
3,5,"(5,)",0
3,6,"(6,)",0
3,7,"(7,)",0
3,8,"(8,)",0
3,9,"(9,)",0
3,10,"(10,)",0
3,11,"(11,)",0
3,12,"(12,)",0
3,13,"(13,)",0
3,14,"(14,)",0
3,15,"(15,)",0
3,16,"(16,)",0
3,17,"(17,)",0
3,18,"(18,)",0
3,19,"(19,)",0
3,20,"(20,)",0
3,21,"(21,)",0
3,22,"(22,)",0
3,23,"(23,)",0
3,24,"(24,)",0
3,25,"(25,)",0
3,26,"(26,)",0
3,27,"(27,)",0
3,28,"(28,)",0
3,29,"(29,)",0
3,30,"(30,)",0
3,31,"(31,)",0
3,32,"(32,)",0
3,33,"(33,)",0
3,34,"(34,)",0
3,35,"(35,)",0
3,36,"(36,)",0
3,37,"(37,)",0
3,38,"(38,)",0
3,39,"(39,)",0
3,40,"(40,)",0
3,41,"(41,)",0
3,42,"(42,)",0
3,43,"(43,)",0
3,44,"(44,)",0
3,45,"(45,)",0
3,46,"(46,)",0
3,47,"(47,)",0
3,48,"(48,)",0
3,49,"(49,)",0
3,50,"(50,)",0
3,51,"(51,)",0
3,52,"(52,)",0
3,53,"(53,)",0
3,54,"(54,)",0
3,55,"(55,)",0
3,56,"(56,)",0
3,57,"(57,)",0
3,58,"(58,)",0
3,59,"(59,)",0
3,60,"(60,)",0
3,61,"(61,)",0
3,62,"(62,)",0
3,63,"(63,)",0
3,64,"(64,)",0
3,65,"(65,)",0
3,66,"(66,)",0
3,67,"(67,)",0
3,68,"(68,)",0
3,69,"(69,)",0
3,70,"(70,)",0
3,71,"(71,)",0
3,72,"(72,)",0
3,73,"(73,)",0
3,74,"(74,)",0
3,75,"(75,)",0
3,76,"(76,)",0
3,77,"(77,)",0
3,78,"(78,)",0
3,79,"(79,)",0
3,80,"(80,)",0
3,81,"(81,)",0
3,82,"(82,)",0
3,83,"(83,)",0
3,84,"(84,)",0
3,85,"(85,)",0
3,86,"(86,)",0
3,87,"(87,)",0
3,88,"(88,)",0
3,89,"(89,)",0
3,90,"(90,)",0
3,91,"(91,)",0
3,92,"(92,)",0
3,93,"(93,)",0
3,94,"(94,)",0
3,95,"(95,)",0
3,96,"(96,)",1
3,97,"(97,)",1
3,98,"(98,)",0
3,99,"(99,)",1
3,100,"(100,)",1
3,101,"(101,)",1
4,1,"(1,)",0
4,2,"(2,)",0
4,3,"(3,)",0
4,4,"(4,)",0
4,5,"(5,)",0
4,6,"(6,)",0
4,7,"(7,)",0
4,8,"(8,)",0
4,9,"(9,)",0
4,10,"(10,)",0
4,11,"(11,)",0
4,12,"(12,)",0
4,13,"(13,)",0
4,14,"(14,)",0
4,15,"(15,)",0
4,16,"(16,)",0
4,17,"(17,)",0
4,18,"(18,)",0
4,19,"(19,)",0
4,20,"(20,)",0
4,21,"(21,)",0
4,22,"(22,)",0
4,23,"(23,)",0
4,24,"(24,)",0
4,25,"(25,)",0
4,26,"(26,)",0
4,27,"(27,)",0
4,28,"(28,)",0
4,29,"(29,)",0
4,30,"(30,)",0
4,31,"(31,)",0
4,32,"(32,)",0
4,33,"(33,)",0
4,34,"(34,)",0
4,35,"(35,)",0
4,36,"(36,)",0
4,37,"(37,)",0
4,38,"(38,)",0
4,39,"(39,)",0
4,40,"(40,)",0
4,41,"(41,)",0
4,42,"(42,)",0
4,43,"(43,)",0
4,44,"(44,)",0
4,45,"(45,)",0
4,46,"(46,)",0
4,47,"(47,)",0
4,48,"(48,)",0
4,49,"(49,)",0
4,50,"(50,)",0
4,51,"(51,)",0
4,52,"(52,)",0
4,53,"(53,)",0
4,54,"(54,)",0
4,55,"(55,)",0
4,56,"(56,)",0
4,57,"(57,)",0
4,58,"(58,)",0
4,59,"(59,)",0
4,60,"(60,)",0
4,61,"(61,)",0
4,62,"(62,)",0
4,63,"(63,)",0
4,64,"(64,)",0
4,65,"(65,)",0
4,66,"(66,)",0
4,67,"(67,)",0
4,68,"(68,)",0
4,69,"(69,)",0
4,70,"(70,)",0
4,71,"(71,)",0
4,72,"(72,)",0
4,73,"(73,)",0
4,74,"(74,)",0
4,75,"(75,)",0
4,76,"(76,)",0
4,77,"(77,)",0
4,78,"(78,)",0
4,79,"(79,)",0
4,80,"(80,)",0
4,81,"(81,)",0
4,82,"(82,)",0
4,83,"(83,)",0
4,84,"(84,)",0
4,85,"(85,)",0
4,86,"(86,)",0
4,87,"(87,)",0
4,88,"(88,)",0
4,89,"(89,)",0
4,90,"(90,)",0
4,91,"(91,)",0
4,92,"(92,)",0
4,93,"(93,)",0
4,94,"(94,)",1
4,95,"(95,)",1
4,96,"(96,)",0
4,97,"(97,)",1
4,98,"(98,)",1
4,99,"(99,)",1
4,100,"(100,)",0
4,101,"(101,)",1
5,1,"(1,)",0
5,2,"(2,)",0
5,3,"(3,)",0
5,4,"(4,)",0
5,5,"(5,)",0
5,6,"(6,)",0
5,7,"(7,)",0
5,8,"(8,)",0
5,9,"(9,)",0
5,10,"(10,)",0
5,11,"(11,)",0
5,12,"(12,)",0
5,13,"(13,)",0
5,14,"(14,)",0
5,15,"(15,)",0
5,16,"(16,)",0
5,17,"(17,)",0
5,18,"(18,)",0
5,19,"(19,)",0
5,20,"(20,)",0
5,21,"(21,)",0
5,22,"(22,)",0
5,23,"(23,)",0
5,24,"(24,)",0
5,25,"(25,)",0
5,26,"(26,)",0
5,27,"(27,)",0
5,28,"(28,)",0
5,29,"(29,)",0
5,30,"(30,)",0
5,31,"(31,)",0
5,32,"(32,)",0
5,33,"(33,)",0
5,34,"(34,)",0
5,35,"(35,)",0
5,36,"(36,)",0
5,37,"(37,)",0
5,38,"(38,)",0
5,39,"(39,)",0
5,40,"(40,)",0
5,41,"(41,)",0
5,42,"(42,)",0
5,43,"(43,)",0
5,44,"(44,)",0
5,45,"(45,)",0
5,46,"(46,)",0
5,47,"(47,)",0
5,48,"(48,)",0
5,49,"(49,)",0
5,50,"(50,)",0
5,51,"(51,)",0
5,52,"(52,)",0
5,53,"(53,)",0
5,54,"(54,)",0
5,55,"(55,)",0
5,56,"(56,)",0
5,57,"(57,)",0
5,58,"(58,)",0
5,59,"(59,)",0
5,60,"(60,)",0
5,61,"(61,)",0
5,62,"(62,)",0
5,63,"(63,)",0
5,64,"(64,)",0
5,65,"(65,)",0
5,66,"(66,)",0
5,67,"(67,)",0
5,68,"(68,)",0
5,69,"(69,)",0
5,70,"(70,)",0
5,71,"(71,)",0
5,72,"(72,)",0
5,73,"(73,)",0
5,74,"(74,)",0
5,75,"(75,)",0
5,76,"(76,)",0
5,77,"(77,)",0
5,78,"(78,)",0
5,79,"(79,)",0
5,80,"(80,)",0
5,81,"(81,)",0
5,82,"(82,)",0
5,83,"(83,)",0
5,84,"(84,)",0
5,85,"(85,)",0
5,86,"(86,)",0
5,87,"(87,)",0
5,88,"(88,)",0
5,89,"(89,)",0
5,90,"(90,)",0
5,91,"(91,)",0
5,92,"(92,)",0
5,93,"(93,)",1
5,94,"(94,)",0
5,95,"(95,)",1
5,96,"(96,)",1
5,97,"(97,)",1
5,98,"(98,)",0
5,99,"(99,)",1
5,100,"(100,)",1
5,101,"(101,)",1
6,1,"(1,)",0
6,2,"(2,)",0
6,3,"(3,)",0
6,4,"(4,)",0
6,5,"(5,)",0
6,6,"(6,)",0
6,7,"(7,)",0
6,8,"(8,)",0
6,9,"(9,)",0
6,10,"(10,)",0
6,11,"(11,)",0
6,12,"(12,)",0
6,13,"(13,)",0
6,14,"(14,)",0
6,15,"(15,)",0
6,16,"(16,)",0
6,17,"(17,)",0
6,18,"(18,)",0
6,19,"(19,)",0
6,20,"(20,)",0
6,21,"(21,)",0
6,22,"(22,)",0
6,23,"(23,)",0
6,24,"(24,)",0
6,25,"(25,)",0
6,26,"(26,)",0
6,27,"(27,)",0
6,28,"(28,)",0
6,29,"(29,)",0
6,30,"(30,)",0
6,31,"(31,)",0
6,32,"(32,)",0
6,33,"(33,)",0
6,34,"(34,)",0
6,35,"(35,)",0
6,36,"(36,)",0
6,37,"(37,)",0
6,38,"(38,)",0
6,39,"(39,)",0
6,40,"(40,)",0
6,41,"(41,)",0
6,42,"(42,)",0
6,43,"(43,)",0
6,44,"(44,)",0
6,45,"(45,)",0
6,46,"(46,)",0
6,47,"(47,)",0
6,48,"(48,)",0
6,49,"(49,)",0
6,50,"(50,)",0
6,51,"(51,)",0
6,52,"(52,)",0
6,53,"(53,)",0
6,54,"(54,)",0
6,55,"(55,)",0
6,56,"(56,)",0
6,57,"(57,)",0
6,58,"(58,)",0
6,59,"(59,)",0
6,60,"(60,)",0
6,61,"(61,)",0
6,62,"(62,)",0
6,63,"(63,)",0
6,64,"(64,)",0
6,65,"(65,)",0
6,66,"(66,)",0
6,67,"(67,)",0
6,68,"(68,)",0
6,69,"(69,)",0
6,70,"(70,)",0
6,71,"(71,)",0
6,72,"(72,)",0
6,73,"(73,)",0
6,74,"(74,)",0
6,75,"(75,)",0
6,76,"(76,)",0
6,77,"(77,)",0
6,78,"(78,)",0
6,79,"(79,)",0
6,80,"(80,)",0
6,81,"(81,)",0
6,82,"(82,)",0
6,83,"(83,)",0
6,84,"(84,)",0
6,85,"(85,)",0
6,86,"(86,)",0
6,87,"(87,)",0
6,88,"(88,)",0
6,89,"(89,)",0
6,90,"(90,)",0
6,91,"(91,)",0
6,92,"(92,)",1
6,93,"(93,)",1
6,94,"(94,)",1
6,95,"(95,)",1
6,96,"(96,)",0
6,97,"(97,)",1
6,98,"(98,)",1
6,99,"(99,)",1
6,100,"(100,)",0
6,101,"(101,)",1
7,1,"(1,)",0
7,2,"(2,)",0
7,3,"(3,)",0
7,4,"(4,)",0
7,5,"(5,)",0
7,6,"(6,)",0
7,7,"(7,)",0
7,8,"(8,)",0
7,9,"(9,)",0
7,10,"(10,)",0
7,11,"(11,)",0
7,12,"(12,)",0
7,13,"(13,)",0
7,14,"(14,)",0
7,15,"(15,)",0
7,16,"(16,)",0
7,17,"(17,)",0
7,18,"(18,)",0
7,19,"(19,)",0
7,20,"(20,)",0
7,21,"(21,)",0
7,22,"(22,)",0
7,23,"(23,)",0
7,24,"(24,)",0
7,25,"(25,)",0
7,26,"(26,)",0
7,27,"(27,)",0
7,28,"(28,)",0
7,29,"(29,)",0
7,30,"(30,)",0
7,31,"(31,)",0
7,32,"(32,)",0
7,33,"(33,)",0
7,34,"(34,)",0
7,35,"(35,)",0
7,36,"(36,)",0
7,37,"(37,)",0
7,38,"(38,)",0
7,39,"(39,)",0
7,40,"(40,)",0
7,41,"(41,)",0
7,42,"(42,)",0
7,43,"(43,)",0
7,44,"(44,)",0
7,45,"(45,)",0
7,46,"(46,)",0
7,47,"(47,)",0
7,48,"(48,)",0
7,49,"(49,)",0
7,50,"(50,)",0
7,51,"(51,)",0
7,52,"(52,)",0
7,53,"(53,)",0
7,54,"(54,)",0
7,55,"(55,)",0
7,56,"(56,)",0
7,57,"(57,)",0
7,58,"(58,)",0
7,59,"(59,)",0
7,60,"(60,)",0
7,61,"(61,)",0
7,62,"(62,)",0
7,63,"(63,)",0
7,64,"(64,)",0
7,65,"(65,)",0
7,66,"(66,)",0
7,67,"(67,)",0
7,68,"(68,)",0
7,69,"(69,)",0
7,70,"(70,)",0
7,71,"(71,)",0
7,72,"(72,)",0
7,73,"(73,)",0
7,74,"(74,)",0
7,75,"(75,)",0
7,76,"(76,)",0
7,77,"(77,)",0
7,78,"(78,)",0
7,79,"(79,)",0
7,80,"(80,)",0
7,81,"(81,)",0
7,82,"(82,)",0
7,83,"(83,)",0
7,84,"(84,)",0
7,85,"(85,)",0
7,86,"(86,)",0
7,87,"(87,)",0
7,88,"(88,)",0
7,89,"(89,)",0
7,90,"(90,)",0
7,91,"(91,)",1
7,92,"(92,)",0
7,93,"(93,)",1
7,94,"(94,)",0
7,95,"(95,)",1
7,96,"(96,)",1
7,97,"(97,)",1
7,98,"(98,)",0
7,99,"(99,)",1
7,100,"(100,)",1
7,101,"(101,)",1
8,1,"(1,)",0
8,2,"(2,)",0
8,3,"(3,)",0
8,4,"(4,)",0
8,5,"(5,)",0
8,6,"(6,)",0
8,7,"(7,)",0
8,8,"(8,)",0
8,9,"(9,)",0
8,10,"(10,)",0
8,11,"(11,)",0
8,12,"(12,)",0
8,13,"(13,)",0
8,14,"(14,)",0
8,15,"(15,)",0
8,16,"(16,)",0
8,17,"(17,)",0
8,18,"(18,)",0
8,19,"(19,)",0
8,20,"(20,)",0
8,21,"(21,)",0
8,22,"(22,)",0
8,23,"(23,)",0
8,24,"(24,)",0
8,25,"(25,)",0
8,26,"(26,)",0
8,27,"(27,)",0
8,28,"(28,)",0
8,29,"(29,)",0
8,30,"(30,)",0
8,31,"(31,)",0
8,32,"(32,)",0
8,33,"(33,)",0
8,34,"(34,)",0
8,35,"(35,)",0
8,36,"(36,)",0
8,37,"(37,)",0
8,38,"(38,)",0
8,39,"(39,)",0
8,40,"(40,)",0
8,41,"(41,)",0
8,42,"(42,)",0
8,43,"(43,)",0
8,44,"(44,)",0
8,45,"(45,)",0
8,46,"(46,)",0
8,47,"(47,)",0
8,48,"(48,)",0
8,49,"(49,)",0
8,50,"(50,)",0
8,51,"(51,)",0
8,52,"(52,)",0
8,53,"(53,)",0
8,54,"(54,)",0
8,55,"(55,)",0
8,56,"(56,)",0
8,57,"(57,)",0
8,58,"(58,)",0
8,59,"(59,)",0
8,60,"(60,)",0
8,61,"(61,)",0
8,62,"(62,)",0
8,63,"(63,)",0
8,64,"(64,)",0
8,65,"(65,)",0
8,66,"(66,)",0
8,67,"(67,)",0
8,68,"(68,)",0
8,69,"(69,)",0
8,70,"(70,)",0
8,71,"(71,)",0
8,72,"(72,)",0
8,73,"(73,)",0
8,74,"(74,)",0
8,75,"(75,)",0
8,76,"(76,)",0
8,77,"(77,)",0
8,78,"(78,)",0
8,79,"(79,)",0
8,80,"(80,)",0
8,81,"(81,)",0
8,82,"(82,)",0
8,83,"(83,)",0
8,84,"(84,)",0
8,85,"(85,)",0
8,86,"(86,)",0
8,87,"(87,)",0
8,88,"(88,)",0
8,89,"(89,)",1
8,90,"(90,)",1
8,91,"(91,)",1
8,92,"(92,)",1
8,93,"(93,)",1
8,94,"(94,)",1
8,95,"(95,)",1
8,96,"(96,)",0
8,97,"(97,)",1
8,98,"(98,)",1
8,99,"(99,)",1
8,100,"(100,)",0
8,101,"(101,)",1
9,1,"(1,)",0
9,2,"(2,)",0
9,3,"(3,)",0
9,4,"(4,)",0
9,5,"(5,)",0
9,6,"(6,)",0
9,7,"(7,)",0
9,8,"(8,)",0
9,9,"(9,)",0
9,10,"(10,)",0
9,11,"(11,)",0
9,12,"(12,)",0
9,13,"(13,)",0
9,14,"(14,)",0
9,15,"(15,)",0
9,16,"(16,)",0
9,17,"(17,)",0
9,18,"(18,)",0
9,19,"(19,)",0
9,20,"(20,)",0
9,21,"(21,)",0
9,22,"(22,)",0
9,23,"(23,)",0
9,24,"(24,)",0
9,25,"(25,)",0
9,26,"(26,)",0
9,27,"(27,)",0
9,28,"(28,)",0
9,29,"(29,)",0
9,30,"(30,)",0
9,31,"(31,)",0
9,32,"(32,)",0
9,33,"(33,)",0
9,34,"(34,)",0
9,35,"(35,)",0
9,36,"(36,)",0
9,37,"(37,)",0
9,38,"(38,)",0
9,39,"(39,)",0
9,40,"(40,)",0
9,41,"(41,)",0
9,42,"(42,)",0
9,43,"(43,)",0
9,44,"(44,)",0
9,45,"(45,)",0
9,46,"(46,)",0
9,47,"(47,)",0
9,48,"(48,)",0
9,49,"(49,)",0
9,50,"(50,)",0
9,51,"(51,)",0
9,52,"(52,)",0
9,53,"(53,)",0
9,54,"(54,)",0
9,55,"(55,)",0
9,56,"(56,)",0
9,57,"(57,)",0
9,58,"(58,)",0
9,59,"(59,)",0
9,60,"(60,)",0
9,61,"(61,)",0
9,62,"(62,)",0
9,63,"(63,)",0
9,64,"(64,)",0
9,65,"(65,)",0
9,66,"(66,)",0
9,67,"(67,)",0
9,68,"(68,)",0
9,69,"(69,)",0
9,70,"(70,)",0
9,71,"(71,)",0
9,72,"(72,)",0
9,73,"(73,)",0
9,74,"(74,)",0
9,75,"(75,)",0
9,76,"(76,)",0
9,77,"(77,)",0
9,78,"(78,)",0
9,79,"(79,)",0
9,80,"(80,)",0
9,81,"(81,)",0
9,82,"(82,)",0
9,83,"(83,)",0
9,84,"(84,)",0
9,85,"(85,)",0
9,86,"(86,)",0
9,87,"(87,)",0
9,88,"(88,)",1
9,89,"(89,)",1
9,90,"(90,)",0
9,91,"(91,)",1
9,92,"(92,)",0
9,93,"(93,)",1
9,94,"(94,)",0
9,95,"(95,)",1
9,96,"(96,)",1
9,97,"(97,)",1
9,98,"(98,)",0
9,99,"(99,)",1
9,100,"(100,)",1
9,101,"(101,)",1
10,1,"(1,)",0
10,2,"(2,)",0
10,3,"(3,)",0
10,4,"(4,)",0
10,5,"(5,)",0
10,6,"(6,)",0
10,7,"(7,)",0
10,8,"(8,)",0
10,9,"(9,)",0
10,10,"(10,)",0
10,11,"(11,)",0
10,12,"(12,)",0
10,13,"(13,)",0
10,14,"(14,)",0
10,15,"(15,)",0
10,16,"(16,)",0
10,17,"(17,)",0
10,18,"(18,)",0
10,19,"(19,)",0
10,20,"(20,)",0
10,21,"(21,)",0
10,22,"(22,)",0
10,23,"(23,)",0
10,24,"(24,)",0
10,25,"(25,)",0
10,26,"(26,)",0
10,27,"(27,)",0
10,28,"(28,)",0
10,29,"(29,)",0
10,30,"(30,)",0
10,31,"(31,)",0
10,32,"(32,)",0
10,33,"(33,)",0
10,34,"(34,)",0
10,35,"(35,)",0
10,36,"(36,)",0
10,37,"(37,)",0
10,38,"(38,)",0
10,39,"(39,)",0
10,40,"(40,)",0
10,41,"(41,)",0
10,42,"(42,)",0
10,43,"(43,)",0
10,44,"(44,)",0
10,45,"(45,)",0
10,46,"(46,)",0
10,47,"(47,)",0
10,48,"(48,)",0
10,49,"(49,)",0
10,50,"(50,)",0
10,51,"(51,)",0
10,52,"(52,)",0
10,53,"(53,)",0
10,54,"(54,)",0
10,55,"(55,)",0
10,56,"(56,)",0
10,57,"(57,)",0
10,58,"(58,)",0
10,59,"(59,)",0
10,60,"(60,)",0
10,61,"(61,)",0
10,62,"(62,)",0
10,63,"(63,)",0
10,64,"(64,)",0
10,65,"(65,)",0
10,66,"(66,)",0
10,67,"(67,)",0
10,68,"(68,)",0
10,69,"(69,)",0
10,70,"(70,)",0
10,71,"(71,)",0
10,72,"(72,)",0
10,73,"(73,)",0
10,74,"(74,)",0
10,75,"(75,)",0
10,76,"(76,)",0
10,77,"(77,)",0
10,78,"(78,)",0
10,79,"(79,)",0
10,80,"(80,)",0
10,81,"(81,)",0
10,82,"(82,)",0
10,83,"(83,)",0
10,84,"(84,)",0
10,85,"(85,)",0
10,86,"(86,)",0
10,87,"(87,)",1
10,88,"(88,)",0
10,89,"(89,)",1
10,90,"(90,)",1
10,91,"(91,)",1
10,92,"(92,)",1
10,93,"(93,)",1
10,94,"(94,)",1
10,95,"(95,)",1
10,96,"(96,)",0
10,97,"(97,)",1
10,98,"(98,)",1
10,99,"(99,)",1
10,100,"(100,)",0
10,101,"(101,)",1
11,1,"(1,)",0
11,2,"(2,)",0
11,3,"(3,)",0
11,4,"(4,)",0
11,5,"(5,)",0
11,6,"(6,)",0
11,7,"(7,)",0
11,8,"(8,)",0
11,9,"(9,)",0
11,10,"(10,)",0
11,11,"(11,)",0
11,12,"(12,)",0
11,13,"(13,)",0
11,14,"(14,)",0
11,15,"(15,)",0
11,16,"(16,)",0
11,17,"(17,)",0
11,18,"(18,)",0
11,19,"(19,)",0
11,20,"(20,)",0
11,21,"(21,)",0
11,22,"(22,)",0
11,23,"(23,)",0
11,24,"(24,)",0
11,25,"(25,)",0
11,26,"(26,)",0
11,27,"(27,)",0
11,28,"(28,)",0
11,29,"(29,)",0
11,30,"(30,)",0
11,31,"(31,)",0
11,32,"(32,)",0
11,33,"(33,)",0
11,34,"(34,)",0
11,35,"(35,)",0
11,36,"(36,)",0
11,37,"(37,)",0
11,38,"(38,)",0
11,39,"(39,)",0
11,40,"(40,)",0
11,41,"(41,)",0
11,42,"(42,)",0
11,43,"(43,)",0
11,44,"(44,)",0
11,45,"(45,)",0
11,46,"(46,)",0
11,47,"(47,)",0
11,48,"(48,)",0
11,49,"(49,)",0
11,50,"(50,)",0
11,51,"(51,)",0
11,52,"(52,)",0
11,53,"(53,)",0
11,54,"(54,)",0
